"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Source","EID"
"Ruellan M.; Benahmed H.; Multon B.; Josset C.; Babarit A.; Clement A.","Ruellan, Marie (22433355300); Benahmed, Hamid (58234650500); Multon, Bernard (6602620966); Josset, Christophe (6507506004); Babarit, Aurelien (6505871520); Clement, Alain (7102139422)","22433355300; 58234650500; 6602620966; 6507506004; 6505871520; 7102139422","Design methodology for a SEAREV wave energy converter","2010","IEEE Transactions on Energy Conversion","25","3","5552154","760","767","7","87","10.1109/TEC.2010.2046808","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956047886&doi=10.1109%2fTEC.2010.2046808&partnerID=40&md5=20c8801750a95906407a4c77c306bc57","Article","Scopus","2-s2.0-77956047886"
"Fusco F.; Ringwood J.V.","Fusco, Francesco (58170631400); Ringwood, John V. (6603725188)","58170631400; 6603725188","Short-term wave forecasting for real-time control of wave energy converters","2010","IEEE Transactions on Sustainable Energy","1","2","5451110","99","106","7","210","10.1109/TSTE.2010.2047414","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955676119&doi=10.1109%2fTSTE.2010.2047414&partnerID=40&md5=e748ec4a036dd9bc93a66d1ff6e6cd58","Article","Scopus","2-s2.0-77955676119"
"Beatty S.J.; Wild P.; Buckham B.J.","Beatty, Scott J. (23011741300); Wild, Peter (7102744066); Buckham, Bradley J. (6602528861)","23011741300; 7102744066; 6602528861","Integration of a wave energy converter into the electricity supply of a remote Alaskan island","2010","Renewable Energy","35","6","","1203","1213","10","27","10.1016/j.renene.2009.11.040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-74449089479&doi=10.1016%2fj.renene.2009.11.040&partnerID=40&md5=885b310921e8813a760d87725ec02197","Article","Scopus","2-s2.0-74449089479"
"Kawana R.; Ishikawa M.; Takeno H.; Yamamoto T.; Yasaka Y.","Kawana, Ryoh (16241352600); Ishikawa, Motoo (7404030443); Takeno, Hiromasa (7005212632); Yamamoto, Takayoshi (56126347700); Yasaka, Yasuyoshi (56102798000)","16241352600; 7404030443; 7005212632; 56126347700; 56102798000","Performance analysis of small-scale experimental facility of TWDEC","2008","Energy Conversion and Management","49","10","","2522","2529","7","5","10.1016/j.enconman.2008.05.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-48849088319&doi=10.1016%2fj.enconman.2008.05.009&partnerID=40&md5=5ff4ea2e1ad1cabfd154801102ad7ec0","Article","Scopus","2-s2.0-48849088319"
"Torresi M.; Camporeale S.M.; Strippoli P.D.; Pascazio G.","Torresi, M. (23390744400); Camporeale, S.M. (6603732107); Strippoli, P.D. (57197266996); Pascazio, G. (6603332448)","23390744400; 6603732107; 57197266996; 6603332448","Accurate numerical simulation of a high solidity Wells turbine","2008","Renewable Energy","33","4","","735","747","12","91","10.1016/j.renene.2007.04.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38049085666&doi=10.1016%2fj.renene.2007.04.006&partnerID=40&md5=e9b277633f327e536fc9bd888b5b062c","Article","Scopus","2-s2.0-38049085666"
"Ó'Catháin M.; Leira B.J.; Ringwood J.V.; Gilloteaux J.-C.","Ó'Catháin, Mícheál (24449601200); Leira, Bernt J. (7006641521); Ringwood, John. V. (6603725188); Gilloteaux, Jean-Christophe (57207890651)","24449601200; 7006641521; 6603725188; 57207890651","A modelling methodology for multi-body systems with application to wave-energy devices","2008","Ocean Engineering","35","13","","1381","1387","6","26","10.1016/j.oceaneng.2008.05.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-48449092814&doi=10.1016%2fj.oceaneng.2008.05.005&partnerID=40&md5=898081ba4fcd51c701ff7d53931a5ed2","Article","Scopus","2-s2.0-48449092814"
"Chen C.-Y.; Tseng I.-F.; Yang H.-C.P.; Chen C.-W.; Chen T.-H.","Chen, Chen-Yuan (7501963011); Tseng, I-Fan (55166491400); Yang, Hsien-Chueh Peter (23974005400); Chen, Cheng-Wu (34881390400); Chen, Tsung-Hao (12762838200)","7501963011; 55166491400; 23974005400; 34881390400; 12762838200","Profile evolution and energy dissipation for internal soliton transmitting over different submarine ridges","2006","China Ocean Engineering","20","4","","585","594","9","17","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846794376&partnerID=40&md5=c8d03a5da2d9c0b07fc3405407105794","Article","Scopus","2-s2.0-33846794376"
"Caska A.J.; Finnigan T.D.","Caska, A.J. (23003626500); Finnigan, T.D. (55950343200)","23003626500; 55950343200","Hydrodynamic characteristics of a cylindrical bottom-pivoted wave energy absorber","2008","Ocean Engineering","35","1","","6","16","10","55","10.1016/j.oceaneng.2007.06.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36249029981&doi=10.1016%2fj.oceaneng.2007.06.006&partnerID=40&md5=57a83c628896a64c9568045c0034b2e6","Article","Scopus","2-s2.0-36249029981"
"Payne G.S.; Taylor J.R.M.; Bruce T.; Parkin P.","Payne, Grégory S. (56192114700); Taylor, Jamie R.M. (56302515000); Bruce, Tom (7005744723); Parkin, Penny (23028768200)","56192114700; 56302515000; 7005744723; 23028768200","Assessment of boundary-element method for modelling a free-floating sloped wave energy device. Part 1: Numerical modelling","2008","Ocean Engineering","35","3-4","","333","341","8","53","10.1016/j.oceaneng.2007.10.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38849153044&doi=10.1016%2fj.oceaneng.2007.10.006&partnerID=40&md5=3c6c743dda17a20f742fefb93d4e6f7f","Article","Scopus","2-s2.0-38849153044"
"Prest R.; Daniell T.; Ostendorf B.","Prest, Robert (16647480900); Daniell, Trevor (7004936212); Ostendorf, Bertram (7003549233)","16647480900; 7004936212; 7003549233","Using GIS to evaluate the impact of exclusion zones on the connection cost of wave energy to the electricity grid","2007","Energy Policy","35","9","","4516","4528","12","27","10.1016/j.enpol.2007.02.033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250872209&doi=10.1016%2fj.enpol.2007.02.033&partnerID=40&md5=110a2b4d6ef4b8d0d35cfaf7e5ed40f5","Article","Scopus","2-s2.0-34250872209"
"Boccotti P.","Boccotti, Paolo (6603698539)","6603698539","Caisson breakwaters embodying an OWC with a small opening-Part I: Theory","2007","Ocean Engineering","34","5-6","","806","819","13","124","10.1016/j.oceaneng.2006.04.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846692464&doi=10.1016%2fj.oceaneng.2006.04.006&partnerID=40&md5=e07e61b5605435e70d84e921b6297fc1","Article","Scopus","2-s2.0-33846692464"
"Ghiţă C.; Chirilă A.I.; Deaconu I.D.; Ilina D.I.","Ghiţă, Constantin (57198361742); Chirilă, Aurel Ionuţ (25122150000); Deaconu, Ioan Dragoş (25122492400); Ilina, Daniel Ion (48161253500)","57198361742; 25122150000; 25122492400; 48161253500","The magnetizing field of a linear generator used to obtain electrical energy from waves energy","2007","Renewable Energy and Power Quality Journal","1","5","342","587","591","4","1","10.24084/repqj05.342","https://www.scopus.com/inward/record.uri?eid=2-s2.0-53149117431&doi=10.24084%2frepqj05.342&partnerID=40&md5=2fbf3ceb601fbed166b6a2e01f2d58ae","Article","Scopus","2-s2.0-53149117431"
"El Marjani A.; Castro Ruiz F.; Rodriguez M.A.; Parra Santos M.T.","El Marjani, A. (22934135200); Castro Ruiz, F. (7101992081); Rodriguez, M.A. (56311633900); Parra Santos, M.T. (8223796300)","22934135200; 7101992081; 56311633900; 8223796300","Numerical modelling in wave energy conversion systems","2008","Energy","33","8","","1246","1253","7","110","10.1016/j.energy.2008.02.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-45649085441&doi=10.1016%2fj.energy.2008.02.018&partnerID=40&md5=7c93520a5f4453fbdf840d72d7ae1912","Article","Scopus","2-s2.0-45649085441"
"Filianoti P.; Camporeale S.M.","Filianoti, Pasquale (23392517700); Camporeale, Sergio M. (6603732107)","23392517700; 6603732107","A linearized model for estimating the performance of submerged resonant wave energy converters","2008","Renewable Energy","33","4","","631","641","10","22","10.1016/j.renene.2007.03.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38049155978&doi=10.1016%2fj.renene.2007.03.018&partnerID=40&md5=e51ca3c40658719ccec77350581c1698","Article","Scopus","2-s2.0-38049155978"
"Kinoue Y.; Mamun M.; Setoguchi T.; Kaneko K.","Kinoue, Y. (6701339217); Mamun, M. (6602679077); Setoguchi, T. (7102564807); Kaneko, K. (7403696120)","6701339217; 6602679077; 7102564807; 7403696120","Hysteretic characteristics of Wells turbine for wave power conversion (effects of solidity and setting angle)","2007","International Journal of Sustainable Energy","26","1","","51","60","9","10","10.1080/14786450701359117","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249828962&doi=10.1080%2f14786450701359117&partnerID=40&md5=05b141019016c0f89b21104d6eae23d0","Article","Scopus","2-s2.0-34249828962"
"Muthukumar S.; Jayashankar V.","Muthukumar, S. (56023961400); Jayashankar, V. (6602747700)","56023961400; 6602747700","Enhancing the energy efficiency of the impulse turbine of a wave energy plant","2008","International Journal of Sustainable Energy","27","4","","173","180","7","2","10.1080/14786450802450112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-55349114391&doi=10.1080%2f14786450802450112&partnerID=40&md5=b2981756b90ee924382cecb846038e9f","Article","Scopus","2-s2.0-55349114391"
"Morris-Thomas M.T.; Irvin R.J.; Thiagarajan K.P.","Morris-Thomas, Michael T. (6507187309); Irvin, Rohan J. (9244603100); Thiagarajan, Krish P. (7004888457)","6507187309; 9244603100; 7004888457","An investigation into the hydrodynamic efficiency of an oscillating water column","2007","Journal of Offshore Mechanics and Arctic Engineering","129","4","","273","278","5","168","10.1115/1.2426992","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38149120665&doi=10.1115%2f1.2426992&partnerID=40&md5=a57e99f6cf8caf47112031ce0b9bc9a8","Article","Scopus","2-s2.0-38149120665"
"Turner I.L.","Turner, Ian L. (7102237119)","7102237119","Discriminating modes of shoreline response to offshore-detached structures","2006","Journal of Waterway, Port, Coastal and Ocean Engineering","132","3","","180","191","11","28","10.1061/(ASCE)0733-950X(2006)132:3(180)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645803031&doi=10.1061%2f%28ASCE%290733-950X%282006%29132%3a3%28180%29&partnerID=40&md5=619459248932b1e9444e8d35e69e4dd1","Article","Scopus","2-s2.0-33645803031"
"Hammons T.J.","Hammons, T.J. (35616911100)","35616911100","Energy potential of the oceans in Europe and North America: Tidal,wave, currents, otec and offshore wind","2008","International Journal of Power and Energy Systems","28","4","","416","428","12","11","10.2316/Journal.203.2008.4.203-4142","https://www.scopus.com/inward/record.uri?eid=2-s2.0-68949208849&doi=10.2316%2fJournal.203.2008.4.203-4142&partnerID=40&md5=790d54b6b490de5a3a3f7737485c2250","Article","Scopus","2-s2.0-68949208849"
"Thorburn K.; Leijon M.","Thorburn, Karin (7003565135); Leijon, Mats (7006634809)","7003565135; 7006634809","Farm size comparison with analytical model of linear generator wave energy converters","2007","Ocean Engineering","34","5-6","","908","916","8","52","10.1016/j.oceaneng.2006.05.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846821824&doi=10.1016%2fj.oceaneng.2006.05.017&partnerID=40&md5=c95ae817c429e815d802bbf09672e234","Article","Scopus","2-s2.0-33846821824"
"Valério D.; Beirão P.; Sá da Costa J.","Valério, Duarte (23010662200); Beirão, Pedro (23007612600); Sá da Costa, José (6701573809)","23010662200; 23007612600; 6701573809","Optimisation of wave energy extraction with the Archimedes Wave Swing","2007","Ocean Engineering","34","17-18","","2330","2344","14","108","10.1016/j.oceaneng.2007.05.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36348952536&doi=10.1016%2fj.oceaneng.2007.05.009&partnerID=40&md5=1befd70fbc55d24a0ca2d5aaedc8ac94","Article","Scopus","2-s2.0-36348952536"
"Mueller M.; Wallace R.","Mueller, Markus (7402452416); Wallace, Robin (7201513518)","7402452416; 7201513518","Enabling science and technology for marine renewable energy","2008","Energy Policy","36","12","","4376","4382","6","103","10.1016/j.enpol.2008.09.035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-55549137364&doi=10.1016%2fj.enpol.2008.09.035&partnerID=40&md5=c5eb4f55de10386f9330c393ae667f0c","Article","Scopus","2-s2.0-55549137364"
"Tedd J.; Peter Kofoed J.","Tedd, James (23013105100); Peter Kofoed, Jens (7006769458)","23013105100; 7006769458","Measurements of overtopping flow time series on the Wave Dragon, wave energy converter","2009","Renewable Energy","34","3","","711","717","6","80","10.1016/j.renene.2008.04.036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-54149096708&doi=10.1016%2fj.renene.2008.04.036&partnerID=40&md5=9b4e1c95381b8519f34457ee0b8c4dd3","Article","Scopus","2-s2.0-54149096708"
"Wu B.J.; Zheng Y.H.; You Y.G.; Jie D.S.; Chen Y.","Wu, B.J. (7403591114); Zheng, Y.H. (13310366500); You, Y.G. (7202175585); Jie, D.S. (6603129528); Chen, Y. (57219333756)","7403591114; 13310366500; 7202175585; 6603129528; 57219333756","On diffraction and radiation problem for two cylinders in water of finite depth","2006","Ocean Engineering","33","5-6","","679","704","25","29","10.1016/j.oceaneng.2005.05.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-30544438340&doi=10.1016%2fj.oceaneng.2005.05.011&partnerID=40&md5=e035c2063476d6d93e105cb52847066c","Article","Scopus","2-s2.0-30544438340"
"Türker U.; Kabdaşli M.S.","Türker, U. (10339213400); Kabdaşli, M.S. (6507099357)","10339213400; 6507099357","Verification of sediment transport rate parameter on cross-shore sediment transport analysis","2007","Ocean Engineering","34","8-9","","1096","1103","7","6","10.1016/j.oceaneng.2006.08.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34147106015&doi=10.1016%2fj.oceaneng.2006.08.002&partnerID=40&md5=0ab47eb18b9a7953232160dce6774046","Article","Scopus","2-s2.0-34147106015"
"Dunnett D.; Wallace J.S.","Dunnett, David (24467709900); Wallace, James S. (7402967717)","24467709900; 7402967717","Electricity generation from wave power in Canada","2009","Renewable Energy","34","1","","179","195","16","134","10.1016/j.renene.2008.04.034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51649085254&doi=10.1016%2fj.renene.2008.04.034&partnerID=40&md5=365642d7ce0b48062c92a076b9278b0d","Article","Scopus","2-s2.0-51649085254"
"Huang Z.-Z.; Yu Z.; Zheng Y.-H.","Huang, Zhong-Zhou (14015783400); Yu, Zhi (36485663300); Zheng, Yong-Hong (13310366500)","14015783400; 36485663300; 13310366500","Simple method for predicting drag characteristics of the wells turbine","2006","China Ocean Engineering","20","3","","473","482","9","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749501975&partnerID=40&md5=8d93fe359e3086c1dbb4a195b1dbe247","Article","Scopus","2-s2.0-33749501975"
"Fitzgerald J.; Bergdahl L.","Fitzgerald, John (7402451056); Bergdahl, Lars (7004945581)","7402451056; 7004945581","Including moorings in the assessment of a generic offshore wave energy converter: A frequency domain approach","2008","Marine Structures","21","1","","23","46","23","86","10.1016/j.marstruc.2007.09.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-39149103433&doi=10.1016%2fj.marstruc.2007.09.004&partnerID=40&md5=cf53bea3ebad97118f7218f61ce6c443","Article","Scopus","2-s2.0-39149103433"
"Boccotti P.","Boccotti, Paolo (6603698539)","6603698539","Comparison between a U-OWC and a conventional OWC","2007","Ocean Engineering","34","5-6","","799","805","6","92","10.1016/j.oceaneng.2006.04.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846707070&doi=10.1016%2fj.oceaneng.2006.04.005&partnerID=40&md5=a26f7b5cefd1772bd3622b7c4a9fa2a9","Article","Scopus","2-s2.0-33846707070"
"Baǧci B.","Baǧci, Bariş (24437575200)","24437575200","Towards a Zero Energy Island","2009","Renewable Energy","34","3","","784","789","5","34","10.1016/j.renene.2008.04.027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-54149114889&doi=10.1016%2fj.renene.2008.04.027&partnerID=40&md5=9f2444ffbc559387bb68e108d867d412","Article","Scopus","2-s2.0-54149114889"
"Paixão Conde J.M.; Gato L.M.C.","Paixão Conde, J.M. (23012838400); Gato, L.M.C. (7004360885)","23012838400; 7004360885","Numerical study of the air-flow in an oscillating water column wave energy converter","2008","Renewable Energy","33","12","","2637","2644","7","49","10.1016/j.renene.2008.02.028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-49349089578&doi=10.1016%2fj.renene.2008.02.028&partnerID=40&md5=9649010023475e0053ebab2f9bdb9dfb","Article","Scopus","2-s2.0-49349089578"
"Shek J.K.H.; Macpherson D.E.; Mueller M.A.; Xiang J.","Shek, J.K.H. (14009327700); Macpherson, D.E. (7101623505); Mueller, M.A. (7402452416); Xiang, J. (7201546944)","14009327700; 7101623505; 7402452416; 7201546944","Reaction force control of a linear electrical generator for direct drive wave energy conversion","2007","IET Renewable Power Generation","1","1","","17","24","7","118","10.1049/iet-rpg:20060028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247270246&doi=10.1049%2fiet-rpg%3a20060028&partnerID=40&md5=7a7e7a172ceff969d6e54e341f136c05","Article","Scopus","2-s2.0-34247270246"
"Takao M.; Setoguchi T.; Kinoue Y.; Kaneko K.","Takao, Manabu (25030738700); Setoguchi, Toshiaki (7102564807); Kinoue, Yoichi (6701339217); Kaneko, Kenji (7403696120)","25030738700; 7102564807; 6701339217; 7403696120","Wells turbine with end plates for wave energy conversion","2007","Ocean Engineering","34","11-12","","1790","1795","5","43","10.1016/j.oceaneng.2006.10.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247245883&doi=10.1016%2fj.oceaneng.2006.10.009&partnerID=40&md5=9707aadb3f9a517c9b6210b71e365ebf","Article","Scopus","2-s2.0-34247245883"
"Kumar V.S.","Kumar, V. Sanil (56969784900)","56969784900","Variation of wave directional spread parameters along the Indian coast","2006","Applied Ocean Research","28","2","","93","102","9","14","10.1016/j.apor.2006.07.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750365483&doi=10.1016%2fj.apor.2006.07.001&partnerID=40&md5=494c703bbe27e9e5986c5da02abd7fa2","Article","Scopus","2-s2.0-33750365483"
"Folley M.; Whittaker T.","Folley, Matt (6507787438); Whittaker, Trevor (7006789487)","6507787438; 7006789487","The cost of water from an autonomous wave-powered desalination plant","2009","Renewable Energy","34","1","","75","81","6","32","10.1016/j.renene.2008.03.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51649117509&doi=10.1016%2fj.renene.2008.03.009&partnerID=40&md5=9a8b3d077c9647195a1f82ba40c0fc33","Article","Scopus","2-s2.0-51649117509"
"Fraenkel P.L.","Fraenkel, Peter L. (55892021000)","55892021000","Marine current turbines: Pioneering the development of marine kinetic energy converters","2007","Proceedings of the Institution of Mechanical Engineers, Part A: Journal of Power and Energy","221","2","","159","169","10","115","10.1243/09576509JPE307","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248393940&doi=10.1243%2f09576509JPE307&partnerID=40&md5=13151972e955e897f674be5129e91ea8","Review","Scopus","2-s2.0-34248393940"
"Jayashankar V.; Anand S.; Geetha T.; Santhakumar S.; Jagadeesh Kumar V.; Ravindran M.; Setoguchi T.; Takao M.; Toyota K.; Nagata S.","Jayashankar, V. (6602747700); Anand, S. (57192577540); Geetha, T. (57197250954); Santhakumar, S. (57218493487); Jagadeesh Kumar, V. (57200261313); Ravindran, M. (7006288983); Setoguchi, T. (7102564807); Takao, M. (25030738700); Toyota, K. (23013490000); Nagata, S. (35292760900)","6602747700; 57192577540; 57197250954; 57218493487; 57200261313; 7006288983; 7102564807; 25030738700; 23013490000; 35292760900","A twin unidirectional impulse turbine topology for OWC based wave energy plants","2009","Renewable Energy","34","3","","692","698","6","92","10.1016/j.renene.2008.05.028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-54149104037&doi=10.1016%2fj.renene.2008.05.028&partnerID=40&md5=ce90d1b54b4a7cdb4aa57e28d002be6f","Article","Scopus","2-s2.0-54149104037"
"Henfridsson U.; Neimane V.; Strand K.; Kapper R.; Bernhoff H.; Danielsson O.; Leijon M.; Sundberg J.; Thorburn K.; Ericsson E.; Bergman K.","Henfridsson, Urban (16028715300); Neimane, Viktoria (24759274900); Strand, Kerstin (16029281800); Kapper, Robert (16028378100); Bernhoff, Hans (6602848522); Danielsson, Oskar (9244612200); Leijon, Mats (7006634809); Sundberg, Jan (35895109400); Thorburn, Karin (7003565135); Ericsson, Ellerth (16028394000); Bergman, Karl (16201860000)","16028715300; 24759274900; 16029281800; 16028378100; 6602848522; 9244612200; 7006634809; 35895109400; 7003565135; 16028394000; 16201860000","Wave energy potential in the Baltic Sea and the Danish part of the North Sea, with reflections on the Skagerrak","2007","Renewable Energy","32","12","","2069","2084","15","120","10.1016/j.renene.2006.10.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847668822&doi=10.1016%2fj.renene.2006.10.006&partnerID=40&md5=8b500f08fe56cec6a994ed6e26ac0dda","Article","Scopus","2-s2.0-33847668822"
"El Marjani A.; Castro F.; Bahaji M.; Filali B.","El Marjani, A. (22934135200); Castro, F. (7101992081); Bahaji, M. (57211001245); Filali, B. (57211002774)","22934135200; 7101992081; 57211001245; 57211002774","3D unsteady flow simulation in an OWC wave converter plant","2006","Renewable Energy and Power Quality Journal","1","4","452","350","355","5","11","10.24084/repqj04.452","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058815440&doi=10.24084%2frepqj04.452&partnerID=40&md5=c99d54cd97143159eb81d6cc95dd36ef","Article","Scopus","2-s2.0-85058815440"
"Falnes J.","Falnes, Johannes (7004261660)","7004261660","A review of wave-energy extraction","2007","Marine Structures","20","4","","185","201","16","809","10.1016/j.marstruc.2007.09.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36349023758&doi=10.1016%2fj.marstruc.2007.09.001&partnerID=40&md5=2f6e0f171ac020f986062edb955ee536","Review","Scopus","2-s2.0-36349023758"
"Tajima Y.; Madsen O.S.","Tajima, Yoshimitsu (36862251400); Madsen, Ole Secher (26663034500)","36862251400; 26663034500","Modeling near-shore waves, surface rollers, and undertow velocity profiles","2006","Journal of Waterway, Port, Coastal and Ocean Engineering","132","6","","429","438","9","38","10.1061/(ASCE)0733-950X(2006)132:6(429)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750103606&doi=10.1061%2f%28ASCE%290733-950X%282006%29132%3a6%28429%29&partnerID=40&md5=0270b4465b0c7b3b7919cf7fae843290","Article","Scopus","2-s2.0-33750103606"
"Huang Z.","Huang, Zhenhua (35737161900)","35737161900","An experimental study of wave scattering by a vertical slotted barrier in the presence of a current","2007","Ocean Engineering","34","5-6","","717","723","6","31","10.1016/j.oceaneng.2006.05.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846796128&doi=10.1016%2fj.oceaneng.2006.05.007&partnerID=40&md5=2d517c8eefd67ab7b8bc3a65fea8be20","Article","Scopus","2-s2.0-33846796128"
"McCabe A.P.; Aggidis G.A.; Stallard T.J.","McCabe, A.P. (7006704051); Aggidis, G.A. (9338335100); Stallard, T.J. (24278974100)","7006704051; 9338335100; 24278974100","A time-varying parameter model of a body oscillating in pitch","2006","Applied Ocean Research","28","6","","359","370","11","10","10.1016/j.apor.2007.05.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447620093&doi=10.1016%2fj.apor.2007.05.001&partnerID=40&md5=25bcbd9eadf946bb2cc595bbebd96a47","Article","Scopus","2-s2.0-34447620093"
"Kim G.; Lee C.; Suh K.-D.","Kim, Gunwoo (7403064063); Lee, Changhoon (55700514000); Suh, Kyung-Duck (55850846100)","7403064063; 55700514000; 55850846100","Internal generation of waves: Delta source function method and source term addition method","2007","Ocean Engineering","34","17-18","","2251","2264","13","15","10.1016/j.oceaneng.2007.06.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36249026258&doi=10.1016%2fj.oceaneng.2007.06.002&partnerID=40&md5=158fd5cc5016f9fb3df355bbbbea1e8a","Article","Scopus","2-s2.0-36249026258"
"McLoughlin T.; Swanson I.","McLoughlin, Tristan (7003546862); Swanson, Ian (6603907968)","7003546862; 6603907968","Integrable twists in AdS/CFT","2006","Journal of High Energy Physics","2006","8","084","","","","24","10.1088/1126-6708/2006/08/084","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748289522&doi=10.1088%2f1126-6708%2f2006%2f08%2f084&partnerID=40&md5=33bb3c53cd670e0c61dac2f08f1c15f8","Article","Scopus","2-s2.0-33748289522"
"Payne G.S.; Taylor J.R.M.; Bruce T.; Parkin P.","Payne, Grégory S. (56192114700); Taylor, Jamie R.M. (56302515000); Bruce, Tom (7005744723); Parkin, Penny (23028768200)","56192114700; 56302515000; 7005744723; 23028768200","Assessment of boundary-element method for modelling a free-floating sloped wave energy device. Part 2: Experimental validation","2008","Ocean Engineering","35","3-4","","342","357","15","50","10.1016/j.oceaneng.2007.10.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38849104547&doi=10.1016%2fj.oceaneng.2007.10.008&partnerID=40&md5=1589bb890c5715c0313d77295dfe5e5b","Article","Scopus","2-s2.0-38849104547"
"Valério D.; Mendes M.J.G.C.; Beirão P.; Sá da Costa J.","Valério, Duarte (23010662200); Mendes, Mário J.G.C. (24340460600); Beirão, Pedro (23007612600); Sá da Costa, José (6701573809)","23010662200; 24340460600; 23007612600; 6701573809","Identification and control of the AWS using neural network models","2008","Applied Ocean Research","30","3","","178","188","10","39","10.1016/j.apor.2008.11.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-52949112107&doi=10.1016%2fj.apor.2008.11.002&partnerID=40&md5=17509e44c5efbf4328875156f82b07f9","Article","Scopus","2-s2.0-52949112107"
"Godoy-Diana R.; Czitrom S.P.R.","Godoy-Diana, Ramiro (56013525400); Czitrom, Steven P.R. (6603454584)","56013525400; 6603454584","On the tuning of a wave-energy driven oscillating-water-column seawater pump to polychromatic waves","2007","Ocean Engineering","34","17-18","","2374","2384","10","4","10.1016/j.oceaneng.2007.05.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36249013195&doi=10.1016%2fj.oceaneng.2007.05.001&partnerID=40&md5=5641cb065c813d988ef4aaacfef5223a","Article","Scopus","2-s2.0-36249013195"
"Buigues G.; Zamora I.; Mazón A.J.; Valverde V.; Pérez F.J.","Buigues, G. (24779529300); Zamora, I. (7003590295); Mazón, A.J. (7003973363); Valverde, V. (7003985559); Pérez, F.J. (57544571500)","24779529300; 7003590295; 7003973363; 7003985559; 57544571500","Sea energy conversion: Problems and possibilities","2006","Renewable Energy and Power Quality Journal","1","4","","85","92","7","7","10.24084/repqj04.242","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934340592&doi=10.24084%2frepqj04.242&partnerID=40&md5=849e702d46c8cf458dfb43332a74f869","Article","Scopus","2-s2.0-84934340592"
"Das B.; Pal B.C.","Das, Biswarup (7403286062); Pal, Bikash C. (55835710000)","7403286062; 55835710000","Voltage control performance of AWS connected for grid operation","2006","IEEE Transactions on Energy Conversion","21","2","","353","361","8","24","10.1109/TEC.2006.874220","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744529143&doi=10.1109%2fTEC.2006.874220&partnerID=40&md5=d83caa817f45bfd9abb41db290fe80cf","Article","Scopus","2-s2.0-33744529143"
"Altunkaynak A.","Altunkaynak, Abdüsselam (35612650900)","35612650900","Adaptive estimation of wave parameters by Geno-Kalman filtering","2008","Ocean Engineering","35","11-12","","1245","1251","6","20","10.1016/j.oceaneng.2008.03.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-46749112182&doi=10.1016%2fj.oceaneng.2008.03.010&partnerID=40&md5=f10a8f091ddba162595ccf67132be788","Article","Scopus","2-s2.0-46749112182"
