Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Muliawan, M.J., Karimirad, M., Moan, T.","53867068100; 36084399400; 7005800085","Dynamic response and power performance of a combined Spar-type floating wind turbine and coaxial floating wave energy converter",2013,"Renewable Energy",50,"",,47,57,,160,10.1016/j.renene.2012.05.025,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84863850506&partnerID=40&md5=7f658f07805c58b76055939fee3dbf0d",Article,Final,"",Scopus,2-s2.0-84863850506
"Vantorre, M., Banasiak, R., Verhoeven, R.","6602156672; 56616430100; 7006062092","Modelling of hydraulic performance and wave energy extraction by a point absorber in heave",2004,"Applied Ocean Research",26,"1-2",,61,72,,160,10.1016/j.apor.2004.08.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-7244253188&partnerID=40&md5=fda699066fcd0544baaf091b86f897ff",Article,Final,"",Scopus,2-s2.0-7244253188
"Wang, S., Yuan, P., Li, D., Jiao, Y.","35231251100; 57203949180; 22935203200; 36620285300","An overview of ocean renewable energy in China",2011,"Renewable and Sustainable Energy Reviews",15,"1",,91,111,,159,10.1016/j.rser.2010.09.040,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78149408622&partnerID=40&md5=09f6fc4ab4abbc99127cb0901da384e4",Review,Final,"",Scopus,2-s2.0-78149408622
"Penalba, M., Giorgi, G., Ringwood, J.V.","57190173438; 57194196298; 6603725188","Mathematical modelling of wave energy converters: A review of nonlinear approaches",2017,"Renewable and Sustainable Energy Reviews",78,"",,1188,1207,,157,10.1016/j.rser.2016.11.137,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019239868&partnerID=40&md5=bc35770861b9dd9f89b71f9e49eae0d3",Review,Final,"All Open Access, Green",Scopus,2-s2.0-85019239868
"Margheritini, L., Vicinanza, D., Frigaard, P.","25628157800; 6507679469; 57213185485","SSG wave energy converter: Design, reliability and hydraulic performance of an innovative overtopping device",2009,"Renewable Energy",34,"5",,1371,1380,,157,10.1016/j.renene.2008.09.009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-58649105324&partnerID=40&md5=a881761ee84258db06eacdaeedee90b4",Article,Final,"",Scopus,2-s2.0-58649105324
"Ahmed, A., Saadatnia, Z., Hassan, I., Zi, Y., Xi, Y., He, X., Zu, J., Wang, Z.L.","57195581686; 35772737000; 57192421071; 56529184400; 35235324800; 56016765600; 7006071022; 56430045300","Self-Powered Wireless Sensor Node Enabled by a Duck-Shaped Triboelectric Nanogenerator for Harvesting Water Wave Energy",2017,"Advanced Energy Materials",7,"7",,,,,156,10.1002/aenm.201601705,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85006373151&partnerID=40&md5=46a9e222b847f8ba61f0d14f9996872e",Article,Final,"",Scopus,2-s2.0-85006373151
"Stoutenburg, E.D., Jenkins, N., Jacobson, M.Z.","36057765000; 57203175201; 55113736500","Power output variations of co-located offshore wind turbines and wave energy converters in California",2010,"Renewable Energy",35,"12",,2781,2791,,156,10.1016/j.renene.2010.04.033,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954386709&partnerID=40&md5=9fdfa85290ef6757d1ed5ea25f2540e8",Article,Final,"",Scopus,2-s2.0-77954386709
"Lenee-Bluhm, P., Paasch, R., Özkan-Haller, H.T.","36936124900; 6701612789; 7103355992","Characterizing the wave energy resource of the US Pacific Northwest",2011,"Renewable Energy",36,"8",,2106,2119,,155,10.1016/j.renene.2011.01.016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79952442813&partnerID=40&md5=144ca9c85e62060bdcc34e85e6c73f30",Article,Final,"",Scopus,2-s2.0-79952442813
"Waters, R., Engström, J., Isberg, J., Leijon, M.","24734380900; 25922429400; 6602117338; 7006634809","Wave climate off the Swedish west coast",2009,"Renewable Energy",34,"6",,1600,1606,,154,10.1016/j.renene.2008.11.016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-59049099420&partnerID=40&md5=619366937a481b4bb1e98f07dfad24ea",Article,Final,"",Scopus,2-s2.0-59049099420
"Jiang, T., Pang, H., An, J., Lu, P., Feng, Y., Liang, X., Zhong, W., Wang, Z.L.","56587265900; 57216659924; 57210257218; 57216657577; 57195549910; 57203252120; 7402328777; 56430045300","Robust Swing-Structured Triboelectric Nanogenerator for Efficient Blue Energy Harvesting",2020,"Advanced Energy Materials",10,"23", 2000064,,,,153,10.1002/aenm.202000064,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85084232503&partnerID=40&md5=b26c909128b5eb93da22d603cd4cc6c3",Article,Final,"",Scopus,2-s2.0-85084232503
"Yuce, M.I., Muratoglu, A.","14421919600; 56429664000","Hydrokinetic energy conversion systems: A technology status review",2015,"Renewable and Sustainable Energy Reviews",43,"",,72,82,,152,10.1016/j.rser.2014.10.037,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84912143342&partnerID=40&md5=d3eded49fc17e86452fc7b87cd9897ec",Review,Final,"",Scopus,2-s2.0-84912143342
"Child, B.F.M., Venugopal, V.","36348251200; 15073567600","Optimal configurations of wave energy device arrays",2010,"Ocean Engineering",37,"16",,1402,1417,,151,10.1016/j.oceaneng.2010.06.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957255703&partnerID=40&md5=75143f03fc76a5fd2b50849079e376e6",Article,Final,"",Scopus,2-s2.0-77957255703
"Iglesias, G., Carballo, R.","56261589800; 35291563900","Offshore and inshore wave energy assessment: Asturias (N Spain)",2010,"Energy",35,"5",,1964,1972,,148,10.1016/j.energy.2010.01.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950337873&partnerID=40&md5=320ec6942e4567d308e8b2b24e10dbca",Article,Final,"",Scopus,2-s2.0-77950337873
"Falcão, A.F.O., Henriques, J.C.C.","23485073200; 36173947400","Model-prototype similarity of oscillating-water-column wave energy converters",2014,"International Journal of Marine Energy",6,"",,18,34,,147,10.1016/j.ijome.2014.05.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84903274456&partnerID=40&md5=d37abacd1e80be58d4c76d81ca980748",Article,Final,"",Scopus,2-s2.0-84903274456
"Zhang, Y., Zou, Q.-P., Greaves, D.","35812754400; 7103094244; 7102627638","Air-water two-phase flow modelling of hydrodynamic performance of an oscillating water column device",2012,"Renewable Energy",41,"",,159,170,,147,10.1016/j.renene.2011.10.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84155162482&partnerID=40&md5=cf4e5a7331f6a442f889124ee3b1a4c6",Article,Final,"",Scopus,2-s2.0-84155162482
"Fusco, F., Nolan, G., Ringwood, J.V.","58170631400; 8696505900; 6603725188","Variability reduction through optimal combination of wind/wave resources - An Irish case study",2010,"Energy",35,"1",,314,325,,147,10.1016/j.energy.2009.09.023,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70949087672&partnerID=40&md5=5c4b41f9d01cecf69f022fe403e84cac",Article,Final,"All Open Access, Green",Scopus,2-s2.0-70949087672
"Vasileiou, M., Loukogeorgaki, E., Vagiona, D.G.","56912086300; 11139815700; 8963762800","GIS-based multi-criteria decision analysis for site selection of hybrid offshore wind and wave energy systems in Greece",2017,"Renewable and Sustainable Energy Reviews",73,"",,745,757,,146,10.1016/j.rser.2017.01.161,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85011718242&partnerID=40&md5=ba646d1ae3a7f7ce9ffc89badaaa64bf",Review,Final,"",Scopus,2-s2.0-85011718242
"Xu, L., Pang, Y., Zhang, C., Jiang, T., Chen, X., Luo, J., Tang, W., Cao, X., Wang, Z.L.","57026618200; 56489548800; 56136402100; 56587265900; 37099600900; 56081672900; 36159753900; 55082564100; 56430045300","Integrated triboelectric nanogenerator array based on air-driven membrane structures for water wave energy harvesting",2017,"Nano Energy",31,"",,351,358,,146,10.1016/j.nanoen.2016.11.037,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85000347743&partnerID=40&md5=fb0268a066ee34850e7e2cee0fe5d275",Article,Final,"",Scopus,2-s2.0-85000347743
"Borgarino, B., Babarit, A., Ferrant, P.","36491148100; 6505871520; 55899370900","Impact of wave interactions effects on energy absorption in large arrays of wave energy converters",2012,"Ocean Engineering",41,"",,79,88,,145,10.1016/j.oceaneng.2011.12.025,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84856430579&partnerID=40&md5=1f6d2cb6caf3f8d1d5644c2f8e088ac7",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84856430579
"Iglesias, G., Carballo, R.","56261589800; 35291563900","Wave energy resource in the Estaca de Bares area (Spain)",2010,"Renewable Energy",35,"7",,1574,1584,,145,10.1016/j.renene.2009.10.019,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77649182032&partnerID=40&md5=642a528d4e3bd24fc45955603275b365",Article,Final,"",Scopus,2-s2.0-77649182032
"Leijon, M., Danielsson, O., Eriksson, M., Thorburn, K., Bernhoff, H., Isberg, J., Sundberg, J., Ivanova, I., Sjöstedt, E., Ågren, O., Karlsson, K.E., Wolfbrandt, A.","7006634809; 9244612200; 57209441005; 7003565135; 6602848522; 6602117338; 35895109400; 8620188300; 6601936466; 10439542800; 55182944500; 15733167200","An electrical approach to wave energy conversion",2006,"Renewable Energy",31,"9",,1309,1319,,145,10.1016/j.renene.2005.07.009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-32044452034&partnerID=40&md5=29ee5227f89ed9af2e59624bb5470b3a",Article,Final,"",Scopus,2-s2.0-32044452034
"Stopa, J.E., Cheung, K.F., Chen, Y.-L.","36451312300; 7402406603; 7601443168","Assessment of wave energy resources in Hawaii",2011,"Renewable Energy",36,"2",,554,567,,144,10.1016/j.renene.2010.07.014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957347511&partnerID=40&md5=ebe2338d8e704cd3cac5903b7ddb0da6",Article,Final,"",Scopus,2-s2.0-77957347511
"Falcão, A.F.D.O., Rodrigues, R.J.A.","23485073200; 36765421400","Stochastic modelling of OWC wave power plant performance",2002,"Applied Ocean Research",24,"2",,59,71,,143,10.1016/S0141-1187(02)00022-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0036526047&partnerID=40&md5=4179e46a41dcf02638e5fbc0aa0161d7",Article,Final,"",Scopus,2-s2.0-0036526047
"Falcão, A.F.D.O.","23485073200","Control of an oscillating-water-column wave power plant for maximum energy production",2002,"Applied Ocean Research",24,"2",,73,82,,143,10.1016/S0141-1187(02)00021-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0036526037&partnerID=40&md5=a006bcc2c01d488423c5a0a6b7bb6b99",Article,Final,"",Scopus,2-s2.0-0036526037
"Younesian, D., Alam, M.-R.","8297748300; 57207783793","Multi-stable mechanisms for high-efficiency and broadband ocean wave energy harvesting",2017,"Applied Energy",197,"",,292,302,,142,10.1016/j.apenergy.2017.04.019,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018500153&partnerID=40&md5=3f12b6584f84e65ec88cdf6a235c2822",Article,Final,"",Scopus,2-s2.0-85018500153
"Iglesias, G., Carballo, R.","56261589800; 35291563900","Wave resource in El Hierro-an island towards energy self-sufficiency",2011,"Renewable Energy",36,"2",,689,698,,141,10.1016/j.renene.2010.08.021,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957334611&partnerID=40&md5=e503f5cd579bfe4d8ff25d8e861bec56",Article,Final,"",Scopus,2-s2.0-77957334611
"Johanning, L., Smith, G.H., Wolfram, J.","13605483700; 7406742676; 7005268118","Measurements of static and dynamic mooring line damping and their importance for floating WEC devices",2007,"Ocean Engineering",34,"14-15",,1918,1934,,141,10.1016/j.oceaneng.2007.04.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34447507893&partnerID=40&md5=33597fde5405dea1f8d1acf14a7c11c2",Article,Final,"",Scopus,2-s2.0-34447507893
"Hals, J., Falnes, J., Moan, T.","22834280400; 7004261660; 7005800085","Constrained optimal control of a heaving buoy wave-energy converter",2010,"Journal of Offshore Mechanics and Arctic Engineering",133,"1", 011401,,,,140,10.1115/1.4001431,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78049499678&partnerID=40&md5=f485315055f859f2f3344487475fac1b",Article,Final,"",Scopus,2-s2.0-78049499678
"Millar, D.L., Smith, H.C.M., Reeve, D.E.","7102622603; 15838182500; 7102510774","Modelling analysis of the sensitivity of shoreline change to a wave farm",2007,"Ocean Engineering",34,"5-6",,884,901,,140,10.1016/j.oceaneng.2005.12.014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33846655714&partnerID=40&md5=89a67772f959b57df35bf991b1b511b1",Article,Final,"",Scopus,2-s2.0-33846655714
"Zhang, L.M., Han, C.B., Jiang, T., Zhou, T., Li, X.H., Zhang, C., Wang, Z.L.","56049991700; 56049596500; 56587265900; 56344671800; 56404251600; 56136402100; 56430045300","Multilayer wavy-structured robust triboelectric nanogenerator for harvesting water wave energy",2016,"Nano Energy",22,"",,87,94,,139,10.1016/j.nanoen.2016.01.009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958521779&partnerID=40&md5=c6ecf4a52bbec0d046959aa1ce1c3176",Article,Final,"",Scopus,2-s2.0-84958521779
"Nwogu, O., Demirbilek, Z.","6603925908; 7004042270","Infragravity wave motions and runup over shallow fringing reefs",2010,"Journal of Waterway, Port, Coastal and Ocean Engineering",136,"6",,295,305,,139,10.1061/(ASCE)WW.1943-5460.0000050,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85001848966&partnerID=40&md5=c320692c61d70f1c2f39901e42e3534f",Article,Final,"",Scopus,2-s2.0-85001848966
"Li, G., Belmont, M.R.","57188641035; 16738068400","Model predictive control of sea wave energy converters - Part I: A convex approach for the case of a single device",2014,"Renewable Energy",69,"",,453,463,,138,10.1016/j.renene.2014.03.070,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84899533267&partnerID=40&md5=e52e4eb3fa14ce705dad17c753180d9d",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84899533267
"Chiba, S., Waki, M., Wada, T., Hirakawa, Y., Masuda, K., Ikoma, T.","7401931763; 24779033400; 7404563949; 56484766800; 35460764000; 7103335891","Consistent ocean wave energy harvesting using electroactive polymer (dielectric elastomer) artificial muscle generators",2013,"Applied Energy",104,"",,497,502,,138,10.1016/j.apenergy.2012.10.052,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84871876556&partnerID=40&md5=a30cf7b80e1596103ee0c1a1bc278bc4",Article,Final,"",Scopus,2-s2.0-84871876556
"Iglesias, G., Carballo, R.","56261589800; 35291563900","Wave energy and nearshore hot spots: The case of the SE Bay of Biscay",2010,"Renewable Energy",35,"11",,2490,2500,,138,10.1016/j.renene.2010.03.016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954815196&partnerID=40&md5=f536c429962869bec085fa6782b3c360",Article,Final,"",Scopus,2-s2.0-77954815196
"Windt, C., Davidson, J., Ringwood, J.V.","56469469600; 56421137900; 6603725188","High-fidelity numerical modelling of ocean wave energy systems: A review of computational fluid dynamics-based numerical wave tanks",2018,"Renewable and Sustainable Energy Reviews",93,"",,610,630,,136,10.1016/j.rser.2018.05.020,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85048554764&partnerID=40&md5=bb048b211d9466a7ece64b7a25887edb",Review,Final,"All Open Access, Green",Scopus,2-s2.0-85048554764
"Babarit, A.","6505871520","On the park effect in arrays of oscillating wave energy converters",2013,"Renewable Energy",58,"",,68,78,,136,10.1016/j.renene.2013.03.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877940884&partnerID=40&md5=af4b45cf4da3ccb173c8543778067495",Review,Final,"All Open Access, Green",Scopus,2-s2.0-84877940884
"Carballo, R., Iglesias, G.","35291563900; 56261589800","A methodology to determine the power performance of wave energy converters at a particular coastal location",2012,"Energy Conversion and Management",61,"",,8,18,,136,10.1016/j.enconman.2012.03.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84859636014&partnerID=40&md5=390e7c2f7e080aee02cb7e7b62559db9",Article,Final,"",Scopus,2-s2.0-84859636014
"Dunnett, D., Wallace, J.S.","24467709900; 7402967717","Electricity generation from wave power in Canada",2009,"Renewable Energy",34,"1",,179,195,,136,10.1016/j.renene.2008.04.034,"https://www.scopus.com/inward/record.url?eid=2-s2.0-51649085254&partnerID=40&md5=7e7349d9468d2021629b11268c9a28ed",Article,Final,"",Scopus,2-s2.0-51649085254
"Khooban, M.-H., Dragicevic, T., Blaabjerg, F., Delimar, M.","55326601700; 36157639000; 7004992352; 6508358138","Shipboard Microgrids: A Novel Approach to Load Frequency Control",2018,"IEEE Transactions on Sustainable Energy",9,"2",,843,852,,135,10.1109/TSTE.2017.2763605,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044499744&partnerID=40&md5=51626640792d55608cd4699ffb130663",Article,Final,"",Scopus,2-s2.0-85044499744
"Lehmann, M., Karimpour, F., Goudey, C.A., Jacobson, P.T., Alam, M.-R.","57192867594; 55652675800; 6604064125; 57220519669; 57207783793","Ocean wave energy in the United States: Current status and future perspectives",2017,"Renewable and Sustainable Energy Reviews",74,"",,1300,1313,,135,10.1016/j.rser.2016.11.101,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016227708&partnerID=40&md5=757d6f81f526be6efdf4fae9122a55bc",Review,Final,"All Open Access, Bronze",Scopus,2-s2.0-85016227708
"Akpinar, A., Kömürcü, M.T.","23026855400; 14066209500","Assessment of wave energy resource of the Black Sea based on 15-year numerical hindcast data",2013,"Applied Energy",101,"",,502,512,,135,10.1016/j.apenergy.2012.06.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84869865815&partnerID=40&md5=bfdecd9f7805f90bd850153905ca526e",Article,Final,"",Scopus,2-s2.0-84869865815
"Zhang, D., Li, W., Lin, Y.","55717574200; 56647642000; 14219168400","Wave energy in China: Current status and perspectives",2009,"Renewable Energy",34,"10",,2089,2092,,133,10.1016/j.renene.2009.03.014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-66149186578&partnerID=40&md5=ab6f1b615ad7bf164619311b4b5ae8f6",Review,Final,"",Scopus,2-s2.0-66149186578
"Wang, L., Isberg, J., Tedeschi, E.","56835260800; 6602117338; 16025394900","Review of control strategies for wave energy conversion systems and their validation: the wave-to-wire approach",2018,"Renewable and Sustainable Energy Reviews",81,"",,366,379,,132,10.1016/j.rser.2017.06.074,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85026843621&partnerID=40&md5=ef8da70bfcf76910afc04a733d5cea84",Review,Final,"",Scopus,2-s2.0-85026843621
